GId,GName,MiddleId,MiddleName,ExitId,ExitName
308FE40E499F687D5D601ABF56BC796624E3C0E8, vamir, 9A7417BA401B8C7EFDE24945E18145A1EDA730E7, tOr, 364E18848469385C5948376FAF778AC61D4CFB67, LechWalesa
CBD00958A3B897774E333D75C24E6A75F5220DCC, PacketPusher, 842B1F6C4B9E41FC9059DF675C5DF5BDA9F0FC73, Precious, A6CC577F35ACFFCAEE06ED39321EBD5651EEC8E5, leek
A69221A7EC7498D2F88A0FB795261013FA36CAAE, Truie, A96DA63E4415E776FBFCCF3DA7154C804534B6E7, 3735928559, 721E494B0E06554D8F9A169BDBF17282C07B2588, desync
7E47D28F07443B57F8262E1412936B3E258694A3, ARCNetWork, 98867F5242505A2DD581C85B1CE256090B87F138, Piratenpartei03, CC4A3AE960E3617F49BF9887B79186C14CBA6813, QuintexAirVPN4
0677DF0B05ECDA2EF45F26C3332731043BB89AB8, niftyflorescaverat, F9E32D4058F7F35E9BC4F1D8C3B2DAA0C4466660, KagamineLenTwilight, D3318C7C7EC84473E6947BC42D2BCA78E00BDE3C, Eliise01
AE3C3B7165B912E1AA5EC4F177CA8E4DA7C8EC18, Assange005nl, 78378DDD015C4E1C9242A5EC41158AF1E24CF43E, VSIFweb, A14F90953AE9462CF3A862C4CA95F73BF94A6F8B, niftywabbit
E00DFD54DC165D5452FBD3530D30186DAD016A0C, despacitor, 59878AFE06D450B7237B844D4D29C71B4D8FEC62, fran1, 509EAB4C5D10C9A9A24B4EA0CE402C047A2D64E6, zwiebeltoralf2
069E732EC96774ED5609D4803D7B1130E338B0EB, Unnamed, 2F09BD6D9A2D5A7D6D26C17651CE8ECF0B7BA257, TOR2DFN01b, F98CE40031795D3704365019EA9F8AC56AE2994B, torproxy01
F5C3DA7642BB037E0D279359AE88CD7FC03A98A0, FalkensteinTor02, CBBA40F7D9F284F47A243EE2C081E96682741D22, GrmmlNott, F9E97AAC7ACB6B48CA17FA55554FD6CB1651ED33, Unnamed
7A6873B86D82BC8B4F0E790828626107820F7B9E, dorin, 02928855BFAD787F8B363F21860D1E7D156E0655, MrDetonia, 00BC71A338099F9A387C3BF314A5BD4FB48A6FB9, king
;
6F06E35586E88EF78BDA698C62AC781EA8D80C4A, dsier, B1E43B11A955CBA31F5261A22CBFCE204C95D5DE, layersofprivacy, 376D05529B901794B60D9297FA104E8187F7F437, MLaBnetTOREXIT01
1AAC19D892F84910AB94C45092241ABA3CFC4C89, TorOrDie4privacyNET, 38DC78302D5CB107B6D5CCC02EE4D8773AA910DE, ieditedtheconfig, B27CF1DCEECD50F7992B07D720D7F6BF0EDF9D40, radieschen
62ABC3D1B0D5DE48DE4B8AF5E76D5AA8F535CCDF, xmmswap, E76E2BC2FC9273BFBA38947EB5572076270D49D5, miomio, 8EE0534532EA31AA5172B1892F53B2F25C76EB02, niftyjerboa
3F65766ADE067D9D08920E3B74DAB9040EDD26B2, Eyjafjallajoekull, 3DE7E7449E8D211EC0558870A230C01A8C1E736F, Instigater, BBC32A8AB917CF01D69E60312B341594D4BF7AB7, Unnamed
ADB98B27D7A3FB5732068FD23602A1BCB3BE9F38, Assange008fr, 2CE44DF5EEEA4F523C84189D09C782BD19E06A36, heron, B0DD527BE01842D46030265FBD9928217A709F28, AccessNow005
DC9564AE8BC7BF5F722E3677C897ED1B578C8D81, N1nj4, 547C1CDB516798EC66A01F04A5884DCE1A151919, Tange2LV, 4483097867F6444533EAAA2D38B5479BE1F36412, beingthere2
2CE9BE1FC88B9D0FA03F387C9E4F000B5D4B2AE9, ridin, 861BCFDD148973985E7FE97C7455C9E4AC4E13BE, itomori, 7DD29A65C370B86B5BE706EA3B1417745714C8AF, dreamatorium
90633012A1A752D8D02FEC8374A4BF98941A1900, AlphaRelay, 98BCA63DD82E13A637FF8D0EC28135663DB08CA1, cCc, 0F8A967CEC93DE5590DFA9D9339F95EB04D2EEC5, nordiques
74A55E12F6A9FD17165A356C00407F4D206E8368, Crows, 8623F7E1755F2D511E569C52EF49D70D571F7A22, strutzRelay, 97D2A26EA5C9972E66D23F4698E94DBDBA8F6C18, niftyredsquirrel
73F89EF2EE0F5C54064AC52BE9C111349CD9E8C4, bbtrotro, 547E6E68ADE1B6F492C44443588A939610401DFB, taki, 7327876AE79C997DFE311A7B15B4FA875736BBD1, F3Netze
A016192D0A87FC9354A7523A211BBD9CF859708B, niftydiatomys, 355140498339A8FEBBA1453E93A3FAE8F7973968, holdspot, 06804E6383EE94E83C9453F39B1E524C272D6D84, paradeiser
58F3E2956EABB81F673E2FB90E16E001DB4AC3AE, torrelaymirror, 20462CBA5DA4C2D963567D17D0B7249718114A68, scaletor, C90CA3B7FE01A146B8268D56977DC4A2C024B9EA, cowcat
EBB50442D1D826DBE9C61A9EE5E0A2CE44DD989A, Venom13, 8D45E6F76DF32A86EF32569EDFA15B6A739A5A2C, MyHeroEdSnowden, 6E25BF4AD7C146E2439A968DD4C29CE0F569AAB5, mirra
CD10B52ACC8A0AD7D1B4C40B849771BD1D0DFF45, geheimkaisx, 43C83536DACCD110FF11E049A890064F6F87BEB2, Unnamed, 312E6A304AADE4C9B5CBE596F38AB9158FC3F1BA, BESTIOMONDE
AEF6C1FBA0FC16F4931638BF065085B974D3E90F, phillwtorrelay, D079D6818926684C5979C18171FB18862A4A5792, beerbox, 7B87EF57DAC332D7016C04AE82063E93B5162C44, Unnamed
DC9564AE8BC7BF5F722E3677C897ED1B578C8D81, N1nj4, 842B1F6C4B9E41FC9059DF675C5DF5BDA9F0FC73, Precious, B70629C29A032979E5AD00CC51D2330845AAFD6A, Biverse
1E03D81C9744DE0E3C9DE6E6FBDF1DF9DAEA5AFC, Goliath, DD0AA66DD9E4E71FFAFAB658DF8300F1CEEA0364, flowjob04, 812D17F974F2CCD7AAE585A879783C2EF96687DE, shelob
77B4562974F5D715626EB78460C79A2D13FB7006, IKEA, A751D8BEE222564B7BA657F74B6658836FF1AEEA, TorOrDie4privacyNET, 50D1473A213DB343E97664C71C09D28EC2692CB3, niftywabbit
9DB400402B545DC41DE342E14644F74B7DA4F789, bachforever, 7C499ACD60FB651DD486B6D802290A3EBBECCD84, DefiantDaveRelay02, D6D6B6614C9EF2DAD13AC0C94487AD8ED3B6877F, AnosognosiaRedux
76D2EBA82BBCCA3DF9F254A9A8372A10A26F3D14, pinselohrkatze00, 224C3DD1DFF6F11219604870D48953249EE3C26F, nasiOne, 48BE372CA2104D2422D49CD321060E7F697B52D9, niftysteppemarmot
25990FC54D7268C914170A118EE4EE75025451DA, TotorBE1, 03910F285A33F365838EC66EF2C2EF754D046760, operator, 2F64EA527C4AA6F99E261318DD1FF127828E2525, niftywabbit
;
8A4E610F5BBE695A8DFC3DEC1079808B8EAB393F, tordebain3, C0AF8B6554CBA4AA42C0FCB7407CC98D30C40827, snap278, 9314BD9503B9014261A65C221D77E57389DBCCC1, Quintex50
599A708756048993A1029B2775EEF8C9E40BB640, FalkensteinTor03, 59C0D88A5B3C65541CF63D0DD88EF15A379D378E, perkele, E8C8667CAF3D5148E52ECF736A7B204982F78EAA, F3Netze
3239007CE1FB2ECDFDF2067DF23B949295DC5EF6, TOR2DFN01a, 81E18725397D620DA548ABBE24D9CD263DEF2FDC, rosskemp, 9973E1E9730A58FDBA9E112D2B3342D2C0D921B5, F3Netze
BC238DA10F427C21685F766317F7E0946954B88F, node002sln, 5A97AF1B7D395D72794AB75E10F989E60A5BC785, tor0dehetzner9001, 204DFD2A2C6A0DC1FA0EACB495218E0B661704FD, HaveHeart
1B079E2E8E2465BF7D2C6328E670A982CA5FE942, myNiceRela6898y
C1939D36649DE98A202429631D8EFC70128D5F5F, angeltest10, 1CD48F4ED0F1821FFBF1940802A13EEFD4C27502, Piratenpartei00, 0C6842CCF836DE08EFEA0BD6C1471AE3463B9B71, Halo3Valhalla
BC238DA10F427C21685F766317F7E0946954B88F, node002sln, 668740A3C387F79BD7D7488E0C2BF9579654A1CB, rigel, 30DBF7A773F4EE3BF6D1B7407DAECF40220AC8CD, niftywabbit
82DA9678A0BAE60087AA68A3E1D6E6A2C4246D6D, Ichotolot63, A29D941BC26C27A083DC4779AF79B06C6387C7F0, dotplex, EB902DF84069187F7F879744C60C14FD3AE249A2, gollum
72B2B12A3F60408BDBC98C6DF53988D3A0B3F0EE, TykRelay01, CBB5AE37E2927A915D70FA71572D2EA203F03E83, dthpulse, 59C0CC0B14D2C5A02B2BC9138D32FBE7014E42A1, king
CA4E9DFE87DE87E502F3B503D07EC8EFCAEE2549, 1blupowered2, F6740DEABFD5F62612FA025A5079EA72846B1F67, poiuty, 294B4CDEA878BA8FE2E708AE7AF643FADD110F0E, Eliise03
F38125187F5E7CED1FF31C37B0AEEA7129263F82, 550aca43, 9AF8B24D173DE688018A6BDD424FBE90676CCCC6, tagos, 6619BB94B95402767B3EC6DED0D452E1F803D921, Levate
221546DAE86B003139B13BD6F6AE1B4B42B59DF8, ne0, 87BB9595CDC6C453E9EA235C69D112421A2D0E94, FreeSpeech61001, 7327876AE79C997DFE311A7B15B4FA875736BBD1, F3Netze
E3BE523603E9CB038A289FA38066E01A4FE7BD98, morgtor, C9D02B1644BD47C136E379FDFAF4973D1A1CE07C, 8af34cb1, F47B13BFCE4EF48CDEF6C4D7C7A99208EBB972B5, Elenagb
DC9564AE8BC7BF5F722E3677C897ED1B578C8D81, N1nj4, 95FA758717D185CBC1D5EE992AAE084AD041927D, flowjob01, C7883E194DB45C552778B2EEEE46BFC092AAA9A4, FsocietyLTD
57F1B5F9ADF8E0B089246E27626A52F30DC310F8, lilm00, 34F3D026A68CB0C53621FE4EE387FAC1296621D9, b0rtje, B8D596040EDFF67D7A200FB289DC1620275EAF52, RudiDutschke
86C281AD135058238D7A337D546C902BE8505DDE, TykRelay05, 11C3D14A1166AEDED6D247A32DE6451F6C95223A, Unnamed, 30C19B81981F450C402306E2E7CFB6C3F79CB6B2, Libero
6D4D5193A0E290C027FE6B66731133F70946A155, Assange026fi, 64E1231D87844BB5861A9D3ED4FDDF93B4A76704, lupus
;
3E53D3979DB07EFD736661C934A1DED14127B684, Unnamed, A0547D9D5383B4A6314CBAF3006EAECA197CD82F, kileurf, 3246ECCAEDC4FF2949B655E0245AFFF42F8C9DFC, TahirElci
8C5B316ED73018484765C3E0944E4508DCAE0944, Waldmeister2, 4BC874C290A1438E9FF3C684F1CAC2AC351A12EB, orwell1, E8C8667CAF3D5148E52ECF736A7B204982F78EAA, F3Netze
6BF078D8CE7759499343C6C8823328DC689A50E6, jigen, D965855F77A59FBBC5D1224DFB9C12A992355079, tor01, 77131D7E2EC1CA9B8D737502256DA9103599CE51, CriticalMass
2CD5474E33D12629156B92FBD61FAAB22D07B0F7, onYourOwn, DA4B488C2826DFBBD04D635DA1E71A2BA5B20747, zwiebelringXX, 4C5B8134341E66CB09246985E4039F9BFC0ADCE3, Viserion
CD2E32C0F3D14D35D90A1C7C6BDD78ADFAF6DF47, torbridge, A13281DBD8F8E484E95DD273B3EE7FC14C1B0A7A, Desperado, CD249CC13B6ADD3426D603B9ED5B51FC71B8D728, order66
842B1F6C4B9E41FC9059DF675C5DF5BDA9F0FC73, Precious, E7EF73B4722CFAF0E8AA2151D3AA78701DE5F19B, Silverwing, 2A1353D8549453E9ED8F5C27F2869DFB01BF9522, Fantasia
963879BB424D9A637A63105D5C26A2453C2C2272, w1d3p33p0, 27EC018C807DFA4F46A21D69CD4535D1F30C7B5D, deepspace9, F5DDA9310E597CDE9ED47AD9EDD53D4008E53C1C, NEWYORKNEWYORK
2FFE5FAF70D20E76B0474AE9E40C2A0B53F8D9F0, Unkn0wn, 1B358F1210BE1E60EBD32EB07356C362E70CB28A, IronKangaroo, A2534EF23390CAE079B1586F0FDF9CE11F556062, iVPN
8D8E090832FCAFEA083BA150DA6D154E365A590C, BOOM, 3D615DEF97F387631F50201FAFA6E7B67FDF3FEF, elektrobier2, 0FB2EDAB99D10A2B708370E625323C76EB895FA2, niftyhazelmouse
A400CF836DA351ADDAD9BA350C1ABA350264A4E0, mcnulty, 5A97AF1B7D395D72794AB75E10F989E60A5BC785, tor0dehetzner9001, A7378A215483C6AD9968AD505DA1454F7E294797, hviv125
6B999B261C5435187BAC37124724B3B6E2E01CF2, CebolinNL03, A00F7E0542267DC58BA0098322505DF5D33AEBCA, ForFreedom, 47A3D00525F041F382B398BF95BC58E0EC23276B, niftygrazzt
10239403A7C1992D76FB45E20B89E98EFCE69DA4, Uva, B32B93C90DCAF0012328A8D55D621D26B186E11A, OnionOnion123, 30DBF7A773F4EE3BF6D1B7407DAECF40220AC8CD, niftywabbit
95FA758717D185CBC1D5EE992AAE084AD041927D, flowjob01, EAA088440B100FF8407266B5D4853FFB16A8CB67, sorrytorrey, 08CE3DBFDAA27DB6C044A677AF68D7235C2AFC85, DigiGesTor4e4
4CD4DFFEF3971C902A22100D911CAC639BE2EF5C, henkdefreumel, FD79B7F9230858B48E75F389661840C702511078, dezember, 7D921363817BE896B5462E90033DA937BEF7CE3F, niftymuskrat
AF2C7A11D3C3F77F2C2C153608EEC938FA432DBA, ArturoIT, 9AF8B24D173DE688018A6BDD424FBE90676CCCC6, tagos, 54A4820B46E65509BF3E2B892E66930A41759DE9, QuintexAirVPN22
4F9902391796DA0D7016677B662CA19134004CE7, walledRelay1, 516034FF15C96CE841ECCD876EF604802AA5C650, Unnamed, 509EAB4C5D10C9A9A24B4EA0CE402C047A2D64E6, zwiebeltoralf2
C7106F0C6A7CF0F592CBAFF7C79BD81153B1B5F5, TorOrDie4privacyNET, 57F1B5F9ADF8E0B089246E27626A52F30DC310F8, lilm00, 9F2856F6D2B89AD4EF6D5723FAB167DB5A53519A, Quintex15
C1B79C4CD9B713BBB6B0522155B46A7BFE3BFAAE, fuckcensorchip, 87D73471FDC64BD9CEDF84435D20CA4EB5C36FE8, niftyphoberomys, 6EA44670B59B40E7204D0ABAC952457B93E3FD0E, netShelter03
CA95B3584C44DED8107AF5B3D8C25C562CC64DD4, x55378008, A55E513A283DF2CD89FC1DED396B0AF4FC8F25F4, GENESISPENGUIN, 06EC2C1669E5A811D9640E07CED5786DA50C5737, niftybeshaba
F1886AA4F489713F08673BCD6E3DA0E1C232E2E5, shiitake, F878E3AD594F013195A051CD1072BF33D543A235, Unnamed, 65E6EB676633328ADE3BD3168A59134CDDD21E19, AccessNow006
92173C9F108197460307969D353333DACE9B9F09, bgsv, 5BB51E650366D14C95027DB2F1D7A69BC5B00676, Richie, B34DAEB0790491B9DEE7DAA4C2B9AEAED1BB7E04, Unnamed
43259D84C86E673AF6DF362F63682C67BFEAE0B0, noeudtor, 9AF8B24D173DE688018A6BDD424FBE90676CCCC6, tagos, 8C25BA134D579B8AAF420E01215EB2CF06AAE907, DigiGesTor5e4
D1F2C5C820B3F96BE6144CBFB84FDDF9D0EC0810, t4cc0reTor5, 32A43B0C153C2298FDBD24A3B298DA9368DC73B8, Tordom, 003D78825E0B9609EECFF5E4E0529717772E53C7, VSIFskylab
547C1CDB516798EC66A01F04A5884DCE1A151919, Tange2LV, 1ACF0666844B8B0ACAA3A0E9D4350875C217B1CD, Unnamed, F4594608272C82407E9D137F1AE89A408CCFD285, freeKleptikov
9B2BC7EFD661072AFADC533BE8DCF1C19D8C2DCC, MIGHTYWANG, 547C1CDB516798EC66A01F04A5884DCE1A151919, Tange2LV, 2ED4D25766973713EB8C56A290BF07E06B85BF12, QuintexAirVPN27
